article_id,publication_datetime,publication_week,Headline,Outlet,Reporter,contributor_display_name,contributor_type,synthetic_author_flag,opinion_attribution,opinion_owner,opinion_owner_type,stance_owner_side,primary_voice_score,secondary_voice_score,mixed_voice_score,secondary_cue_count,primary_cue_count,mixed_cue_count,reported_actor_count,attribution_confidence,attribution_evidence,dominant_frame,cluster_display_name,stance_bucket,stance_score,mention_weight,Estimated Reach,Link,opinion_attribution_v2,opinion_attribution_label,is_actor_mediated,is_publication_owned,is_contested_or_multi_actor
426,2026-03-06,2026-03-02/2026-03-08,Cork's RedFM - Neutrality,Cork's RedFM,,Kevin O'Brien,synthetic_demo_author,True,unclear_attribution,unclear,unclear,mixed_or_unclear,1.3,1.4,1.2,0,0,0,2,low,"actors: Government, Israel",Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.9041552763689384,174000,,unclear_attribution,Unclear attribution,False,False,False
429,2026-03-06,2026-03-02/2026-03-08,Irish Government must not acquiesce to reckless US and Israeli actions,The Irish Independent,,Grace Collins,synthetic_demo_author,True,secondary_reported_opinion,Government,reported_actor,preserve_neutrality,1.3,2.1,1.2,0,0,0,3,medium,"actors: Government, Israel, Donald Trump",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.5,0.955489460199436,61457,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
430,2026-03-06,2026-03-02/2026-03-08,Kerry Today - Neutrality,Kerry Today,,Alan Brady,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,mixed_or_unclear,0.0,0.7,0.8,0,0,1,1,low,mixed cues: \bbut\b | actors: Dáil,Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.689695105640161,83000,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
431,2026-03-06,2026-03-02/2026-03-08,Opinion: Why Trust is the Central Issue in Journalism Today,Irish Marketing Journal,,Orla Gallagher,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,6.7,0.0,3.2,0,3,9,0,high,"primary cues: \bwe must\b, \bwe should\b | mixed cues: \bbut\b",Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.8218898546193859,63227,https://www.adworld.ie/2026/03/06/opinion-why-trust-is-the-central-issue-in-journalism-today,publication_owned_opinion,Publication-owned opinion,False,True,False
433,2026-03-06,2026-03-02/2026-03-08,Rapid movement of NATO and EU soldiers across member states,The Ditch,,Kate Molloy,synthetic_demo_author,True,secondary_reported_opinion,Micheál Martin,reported_actor,mixed_or_unclear,0.0,10.1,2.0,8,0,0,3,high,"secondary cues: \bsaid\b, \bsays\b, \btold\b, \binsisted\b | actors: Micheál Martin, Fine Gael, NATO",NATO / EU Security Alignment,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.235,0,https://www.ontheditch.com/eu-plans-for-the-rapid-movement-of-nato,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
434,2026-03-05,2026-03-02/2026-03-08,Attack on UAE Amazon data hub highlights risk to Irish data centres,The Irish Times,,Fiona Murray,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,reform_redefine,1.3,5.1,4.4,1,0,5,3,medium,"secondary cues: \bsaid\b | mixed cues: \bwhile\b, \bbut\b | actors: Government, Israel, EU",Other Neutrality Debate,Ukraine war and moral neutrality,Reform / redefine neutrality,0.325,1.0330516906710236,416834,https://irishtimes.com/business/innovation/2026/03/05/hit-on-amazon-data-hub-in-uae-highlights-risks-of-attacks-to-irish-data-centres,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
435,2026-03-05,2026-03-02/2026-03-08,Disinformation 'the new enemy' in disaster zones,RTE News,,Lisa Power,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,0.0,8.7,3.2,19,0,8,1,high,"secondary cues: \bsaid\b, \bclaimed\b, \bwarned\b, \baccused\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: United States",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.9390969653589514,416371,https://www.rte.ie/news/newslens/2026/0305/1561742-disinformation-red-cross,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
436,2026-03-05,2026-03-02/2026-03-08,Galway by election candidate could set Irish record,GalwayBeo,,Megan Daly,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,0.0,9.8,3.6,5,0,2,6,high,"secondary cues: \bsaid\b, \bhe said\b, \bminister .* said\b | mixed cues: \bbut\b | actors: Fianna Fáil, Fine Gael, People Before Profit, Government, Dáil",Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.7410334915950318,53520,https://www.galwaybeo.ie/news/galway-news/galway-election-candidate-could-set-10849544,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
437,2026-03-05,2026-03-02/2026-03-08,Galway by election candidate could set Irish record,GalwayBeo,,Megan Daly,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,0.0,9.8,4.4,5,0,3,6,high,"secondary cues: \bsaid\b, \bhe said\b, \bminister .* said\b | mixed cues: \bwhile\b, \bbut\b | actors: Fianna Fáil, Fine Gael, People Before Profit, Government, Dáil",Ukraine / Russia / Moral Responsibility,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.7410334915950318,53520,https://www.galwaybeo.ie/news/galway-news/galway-election-candidate-could-set-10849544#comments-wrapper,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
438,2026-03-05,2026-03-02/2026-03-08,Galway Talks - Neutrality,Galway Talks,,Cian O'Neill,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,1.2,8.8,5.2,4,1,6,4,medium,"secondary cues: \bsaid\b, \bopposed\b | primary cues: \bireland should\b | mixed cues: \bbut\b | actors: Government, Israel, Gaza, US military",Ukraine / Russia / Moral Responsibility,Triple Lock and UN mandate debate,Preserve / strengthen neutrality,-0.8,0.6806912322125866,65000,,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
439,2026-03-05,2026-03-02/2026-03-08,What Dev did next: The lasting legacy of Ireland’s actions at the end of the second World War,The Irish Times,,Brian Connolly,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,3.7,6.7,3.2,4,2,14,1,medium,"secondary cues: \bmaintained\b, \baccused\b | primary cues: \bireland should\b, \bwe should\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: Government",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,1.0330516906710236,416834,https://irishtimes.com/culture/books/2026/03/05/what-dev-did-next,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
440,2026-03-04,2026-03-02/2026-03-08,Alanna O'Malley: US multinationals will not flee Ireland just because we stand up to Donald Trump,The Irish Times,,Aoife Brennan,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,3.7,10.8,5.2,6,2,10,6,medium,"secondary cues: \bsaid\b, \bargued\b, \bcalled for\b, \bin response to\b | primary cues: \bthere is no doubt\b, \bireland should\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: Micheál Martin, Helen McEntee, Government, United States, US military",Shannon / US Military / Anti-war,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.5,1.0330516906710236,416834,https://irishtimes.com/opinion/2026/03/04/alanna-omalley-united-states-iran-ireland-international-law-st-patricks-day,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
441,2026-03-04,2026-03-02/2026-03-08,Dublin city councillors back motion condeming US/Israel attack on Iran,Dublin InQuirer,,Michael O'Connor,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,1.2,10.8,5.2,42,1,8,9,medium,"secondary cues: \bsaid\b, \bsays\b, \btold\b, \bclaimed\b | primary cues: \bireland should\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: Simon Harris, Sinn Féin, Fine Gael, Labour Party, Government",Triple Lock / UN Mandate,Triple Lock and UN mandate debate,Preserve / strengthen neutrality,-0.667,0.7430305736867826,56502,https://www.dublininquirer.com/dublin-city-councillors-back-motion-condeming-us-israel-attack-on-iran,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
442,2026-03-04,2026-03-02/2026-03-08,Hard Shoulder - Neutrality,Hard Shoulder,,Martin Casey,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,move_away_or_align,0.0,0.0,0.8,0,0,1,0,low,mixed cues: \bbut\b,Other Neutrality Debate,Ukraine war and moral neutrality,Move away / stronger alignment,0.667,0.7114925937285427,150000,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
443,2026-03-04,2026-03-02/2026-03-08,Kerry Today - Neutrality,Kerry Today,,Alan Brady,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,2.1,0.0,0.0,0,0,0,0,high,,Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.7586646162041771,83000,,publication_owned_opinion,Publication-owned opinion,False,True,False
444,2026-03-04,2026-03-02/2026-03-08,The 9-11 Show - Neutrality,The 9-11 Show,,Emma Fitzgerald,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,2.1,0.0,0.0,0,0,0,0,high,,Other Neutrality Debate,Defence capability and security gaps,Mixed / procedural / unclear,0.0,0.7419920203830113,55000,,publication_owned_opinion,Publication-owned opinion,False,True,False
445,2026-03-04,2026-03-02/2026-03-08,The Niall Boylan Show - Neutrality,The Niall Boylan Show,,Niamh Walsh,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,3.5,1.4,1.2,0,1,0,2,medium,"primary cues: \bireland should\b | actors: Russia, Ukraine",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.7517629072569305,70000,,publication_owned_opinion,Publication-owned opinion,False,True,False
446,2026-03-04,2026-03-02/2026-03-08,Today With David McCullagh - Neutrality,Today With David McCullagh,,Fiona Murray,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,2.1,0.0,0.0,0,0,0,0,high,,Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,1.0671053236163617,349000,,publication_owned_opinion,Publication-owned opinion,False,True,False
447,2026-03-03,2026-03-02/2026-03-08,Call to reject White House St Patrick's events amid Israel-US attacks on Iran,Dublin Live,,Stephen Reilly,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,5.2,20,0,5,9,high,"secondary cues: \bsaid\b, \bstated\b, \bsuggested\b, \bcalled for\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: Sinn Féin, Fine Gael, People Before Profit, Russia, Ukraine",Ukraine / Russia / Moral Responsibility,Defence capability and security gaps,Preserve / strengthen neutrality,-0.5,0.7443092719954609,58498,https://www.dublinlive.ie/news/dublin-news/call-reject-white-house-st-33523114,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
448,2026-03-03,2026-03-02/2026-03-08,KFM Radio - Neutrality,KFM Radio,,Paul Kavanagh,synthetic_demo_author,True,secondary_reported_opinion,Helen McEntee,reported_actor,reform_redefine,0.0,2.1,1.2,0,0,0,3,medium,"actors: Helen McEntee, Government, Cabinet",Other Neutrality Debate,Sinn Féin and government neutrality clash,Reform / redefine neutrality,0.325,0.29,0,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
449,2026-03-03,2026-03-02/2026-03-08,KFM Radio - Neutrality,KFM Radio,,Roisin Farrell,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,2.5,6.8,5.2,2,1,13,4,medium,"secondary cues: \bsaid\b, \bwarned\b | primary cues: \bthe case for\b | mixed cues: \bhowever\b, \bbut\b | actors: Government, UN Security Council, United States, Israel",Ukraine / Russia / Moral Responsibility,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.5,0.319,0,,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
450,2026-03-03,2026-03-02/2026-03-08,KFM Radio - Neutrality,KFM Radio,,Sean O'Sullivan,synthetic_demo_author,True,unclear_attribution,unclear,unclear,mixed_or_unclear,1.3,0.7,0.0,0,0,0,1,medium,actors: NATO,Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.319,0,,unclear_attribution,Unclear attribution,False,False,False
451,2026-03-03,2026-03-02/2026-03-08,KFM Radio - Neutrality,KFM Radio,,Sean O'Sullivan,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,mixed_or_unclear,0.0,0.0,0.0,0,0,0,0,low,,Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.29,0,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
453,2026-03-03,2026-03-02/2026-03-08,Majority of Dublin Councillors oppose Government plan to abolish Triple Lock,Dublin Live,,Sean O'Sullivan,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,1.2,10.8,5.2,33,1,7,13,medium,"secondary cues: \bsaid\b, \bstated\b, \bargued\b, \bcriticised\b | primary cues: \bwe should\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: Micheál Martin, Simon Harris, Sinn Féin, Fianna Fáil, Fine Gael",Triple Lock / UN Mandate,Triple Lock and UN mandate debate,Preserve / strengthen neutrality,-0.667,0.7443092719954609,58498,https://www.dublinlive.ie/news/dublin-news/majority-dublin-councillors-oppose-government-33522446,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
454,2026-03-02,2026-03-02/2026-03-08,98FM - Neutrality,98FM,,Megan Daly,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,move_away_or_align,0.0,5.4,3.4,2,0,0,2,medium,"secondary cues: \bsays\b | actors: Government, Defence Forces",Other Neutrality Debate,Sinn Féin and government neutrality clash,Move away / stronger alignment,0.5,0.9431668244528548,168000,,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
455,2026-03-02,2026-03-02/2026-03-08,98FM - Neutrality,98FM,,Stephen Reilly,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,mixed_or_unclear,0.0,0.7,0.0,0,0,0,1,low,actors: Government,Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.9431668244528548,168000,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
456,2026-03-02,2026-03-02/2026-03-08,98FM - Neutrality,98FM,,Stephen Reilly,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,mixed_or_unclear,0.0,0.7,0.0,0,0,0,1,low,actors: Government,Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.9431668244528548,168000,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
457,2026-03-02,2026-03-02/2026-03-08,Classic Hits 4FM - Neutrality,Classic Hits 4FM,,Conor Ryan,synthetic_demo_author,True,secondary_reported_opinion,Government,reported_actor,preserve_neutrality,1.3,7.1,2.0,3,0,0,3,high,"secondary cues: \baccording to\b, \baccording to .* | actors: Government, UN Security Council, Russia",Triple Lock / UN Mandate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.857,1.0445476589502094,200000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
458,2026-03-02,2026-03-02/2026-03-08,Classic Hits 4FM - Neutrality,Classic Hits 4FM,,Sean O'Sullivan,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,2.1,0.0,0.0,0,0,0,0,high,,Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,1.0445476589502094,200000,,publication_owned_opinion,Publication-owned opinion,False,True,False
459,2026-03-02,2026-03-02/2026-03-08,Classic Hits 4FM - Neutrality,Classic Hits 4FM,,Conor Ryan,synthetic_demo_author,True,secondary_reported_opinion,reported_actor_unclear,reported_actor,preserve_neutrality,0.0,2.0,0.0,2,0,0,0,high,"secondary cues: \baccording to\b, \baccording to .*",Other Neutrality Debate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.75,0.9495887808638266,200000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
460,2026-03-02,2026-03-02/2026-03-08,Deise Today - Neutrality,Deise Today,,Rebecca Flynn,synthetic_demo_author,True,unclear_attribution,unclear,unclear,mixed_or_unclear,0.0,1.4,1.2,0,0,0,2,medium,"actors: Government, Israel",Other Neutrality Debate,Defence capability and security gaps,Mixed / procedural / unclear,0.0,0.6806912322125866,65000,,unclear_attribution,Unclear attribution,False,False,False
461,2026-03-02,2026-03-02/2026-03-08,FOUR YEARS IN KILLARNEY,Killarney Advertiser,,Aisling Kennedy,synthetic_demo_author,True,unclear_attribution,unclear,unclear,mixed_or_unclear,1.3,1.4,3.6,0,0,3,2,medium,"mixed cues: \bwhile\b, \bbut\b | actors: Russia, Ukraine",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.6703331641380599,1500,,unclear_attribution,Unclear attribution,False,False,False
462,2026-03-02,2026-03-02/2026-03-08,Hard Shoulder - Neutrality,Hard Shoulder,,David Sheehan,synthetic_demo_author,True,secondary_reported_opinion,reported_actor_unclear,reported_actor,preserve_neutrality,0.0,2.0,0.0,2,0,0,0,high,"secondary cues: \baccording to\b, \baccording to .*",Other Neutrality Debate,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.75,0.7114925937285427,150000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
463,2026-03-02,2026-03-02/2026-03-08,Ireland named one of the safest countries to be in if WW3 kicks off,Herfamily.ie,,Aoife Brennan,synthetic_demo_author,True,unclear_attribution,unclear,unclear,preserve_neutrality,0.0,1.4,4.4,0,0,4,2,high,"mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: NATO, Israel",Peacekeeping / Identity / Tradition,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.5,0.7427150195593843,56020,https://herfamily.ie/news/worlds-safest-countries-revealed-amid-ww3-fears-as-raf-base-hit-by-iran-461280,unclear_attribution,Unclear attribution,False,False,False
464,2026-03-02,2026-03-02/2026-03-08,Ireland 'one of world's safest countries' in case of global conflict,Cork Beo,,Mark Duffy,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,2.1,2.8,0,0,2,3,medium,"mixed cues: \bbut\b | actors: NATO, Ukraine, Israel",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.5,0.7421218156426443,55125,https://www.corkbeo.ie/news/local-news/ireland-considered-one-safest-countries-33514269,unclear_attribution,Unclear attribution,False,False,False
465,2026-03-02,2026-03-02/2026-03-08,Ireland 'one of world's safest countries' in case of global conflict,Cork Beo,,Mark Duffy,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,2.1,2.8,0,0,2,3,medium,"mixed cues: \bbut\b | actors: NATO, Ukraine, Israel",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.5,0.7421218156426443,55125,https://www.corkbeo.ie/news/local-news/ireland-considered-one-safest-countries-33514269#comments-wrapper,unclear_attribution,Unclear attribution,False,False,False
467,2026-03-02,2026-03-02/2026-03-08,'No War On Iran' protest to take place in Dublin this evening | Hotpress,Hot Press,,Rebecca Flynn,synthetic_demo_author,True,secondary_reported_opinion,Micheál Martin,reported_actor,preserve_neutrality,0.0,9.8,2.0,5,0,0,7,high,"secondary cues: \bstated\b, \baccording to\b, \baccording to .* | actors: Micheál Martin, People Before Profit, Government, NATO, Israel",Ukraine / Russia / Moral Responsibility,Shannon Airport and US military use #2,Preserve / strengthen neutrality,-0.8,0.9393855456790688,419646,https://www.hotpress.com/opinion/no-war-on-iran-protest-to-take-place-in-dublin-this-evening-23131962,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
468,2026-03-02,2026-03-02/2026-03-08,WLR FM - Neutrality,WLR FM,,Martin Casey,synthetic_demo_author,True,secondary_reported_opinion,Defence Forces,reported_actor,preserve_neutrality,0.0,3.7,0.0,1,0,0,1,high,secondary cues: \bsays\b | actors: Defence Forces,Triple Lock / UN Mandate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.667,0.7856912322125866,65000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
469,2026-03-02,2026-03-02/2026-03-08,WLR FM - Neutrality,WLR FM,,Sarah Byrne,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,mixed_or_unclear,0.0,0.0,0.0,0,0,0,0,low,,Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.7856912322125866,65000,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
470,2026-03-01,2026-02-23/2026-03-01,98FM - Neutrality,98FM,,Alan Brady,synthetic_demo_author,True,secondary_reported_opinion,Government,reported_actor,preserve_neutrality,0.0,4.4,1.2,1,0,0,2,high,"secondary cues: \bsays\b | actors: Government, Defence Forces",Other Neutrality Debate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.5,0.9431668244528548,168000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
472,2026-03-01,2026-02-23/2026-03-01,Public lacks confidence in security measures,Sunday Independent (Ireland),,Michael O'Connor,synthetic_demo_author,True,secondary_reported_opinion,Government,reported_actor,preserve_neutrality,1.2,3.7,0.0,1,1,0,1,high,secondary cues: \bsaid\b | primary cues: \bireland should\b | actors: Government,Other Neutrality Debate,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.5,0.9020129113022486,152134,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
473,2026-03-01,2026-02-23/2026-03-01,Shannon images a reminder of the ‘terrible slaughter’,The Clare Champion,,Sean O'Sullivan,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,1.2,10.8,2.8,8,1,1,5,high,"secondary cues: \bsaid\b, \btold\b, \bcalled for\b, \baccording to\b | primary cues: \bwe must\b | mixed cues: \bwhile\b | actors: Government, Israel, Gaza, Shannon Airport, US military",Shannon / US Military / Anti-war,Shannon Airport and US military use — international angle,Preserve / strengthen neutrality,-0.941,0.7457654214015816,60857,https://clarechampion.ie/shannon-images-a-reminder-of-the-terrible-slaughter,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
474,2026-03-01,2026-02-23/2026-03-01,Support for neutrality still strong but spotlight falls on McEntee ahead of EU presidency role,Sunday Independent (Ireland),,Daniel Hughes,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,mixed_or_unclear,0.0,0.7,0.8,0,0,1,1,low,mixed cues: \bbut\b | actors: Ukraine,Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.9395129113022486,152134,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
475,2026-03-01,2026-02-23/2026-03-01,The Pat Kenny Show - Neutrality,The Pat Kenny Show,,Tom Keane,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,2.1,0.0,2.4,0,0,3,0,medium,"mixed cues: \bwhile\b, \bbut\b",Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.8011750120357892,237000,,publication_owned_opinion,Publication-owned opinion,False,True,False
476,2026-03-01,2026-02-23/2026-03-01,Today With David McCullagh - Neutrality,Today With David McCullagh,,Fiona Murray,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,3.5,0.7,1.6,0,1,2,1,medium,primary cues: \bireland should\b | mixed cues: \bbut\b | actors: Ukraine,Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,1.0671053236163617,349000,,publication_owned_opinion,Publication-owned opinion,False,True,False
477,2026-03-01,2026-02-23/2026-03-01,Women overtake men as single female house buyers are on the rise,New Ross Standard,,Clare Walsh,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,0.0,5.1,2.8,1,0,2,3,medium,"secondary cues: \baccused\b | mixed cues: \bbut\b | actors: Ukraine, Israel, Donald Trump",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.7473707093884694,63568,https://independent.ie/irish-news/women-overtake-men-as-single-female-house-buyers-are-on-the-rise/a1509685684.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
478,2026-02-28,2026-02-23/2026-03-01,Concept of Irish neutrality is challenging in a dangerous new world,The Irish Independent,,Patrick Nolan,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,0.0,2.8,5.8,0,0,8,11,high,"mixed cues: \bwhile\b, \bbut\b | actors: Helen McEntee, Government, Cabinet, Dáil, Defence Forces",Ukraine / Russia / Moral Responsibility,Ukraine war and moral neutrality,Mixed / procedural / unclear,-0.05,0.9061267819994872,61457,,unclear_attribution,Unclear attribution,False,False,False
481,2026-02-28,2026-02-23/2026-03-01,The Pat Kenny Show - Neutrality,The Pat Kenny Show,,Tom Keane,synthetic_demo_author,True,unclear_attribution,unclear,unclear,mixed_or_unclear,1.3,0.7,0.0,0,0,0,1,medium,actors: Government,Other Neutrality Debate,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.8011750120357892,237000,,unclear_attribution,Unclear attribution,False,False,False
482,2026-02-27,2026-02-23/2026-03-01,100 years of Fianna Fáil | Eolas Magazine,eolas Magazine,,Mark Duffy,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,2.8,2.8,0,0,2,7,medium,"mixed cues: \bbut\b | actors: Micheál Martin, Sinn Féin, Fianna Fáil, Fine Gael, Government",Other Neutrality Debate,Defence capability and security gaps,Preserve / strengthen neutrality,-0.5,0.7461926485970174,61567,https://www.eolasmagazine.ie/100-years-of-fianna-fail,unclear_attribution,Unclear attribution,False,False,False
483,2026-02-27,2026-02-23/2026-03-01,Arbutus Hotel’s 100th anniversary honoured at IHF Conference - Killarney Advertiser,Killarney Advertiser,,Niamh Walsh,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,1.3,8.8,4.4,4,0,3,4,medium,"secondary cues: \bstated\b, \bwelcomed\b | mixed cues: \bwhile\b, \bbut\b | actors: Russia, Ukraine, Palestine, Gaza",Ukraine / Russia / Moral Responsibility,Defence capability and security gaps,Mixed / procedural / unclear,0.0,0.8210507483086353,61931,https://killarneyadvertiser.ie/news/arbutus-hotels-100th-anniversary-honoured-at-ihf-conference,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
